Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City
"Đường Đào Tấn, Phường Ngọc Khánh, Ba Đình, Hà Nội",37.0,5.5,4.0,,,5.0,3.0,4.0,Have certificate,Full,5.95,Hà Nội
"Đường Tây Sơn, Phường Ngã Tư Sở, Đống Đa, Hà Nội",30.0,5.0,4.0,,,6.0,3.0,5.0,Have certificate,Basic,5.0,Hà Nội
"Đường Thanh Bình, Phường Văn Quán, Hà Đông, Hà Nội",33.0,,,Tây,,5.0,,,Have certificate,Full,4.8,Hà Nội
"Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",80.0,,,,,3.0,,,Have certificate,Basic,9.9,Hồ Chí Minh
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",30.2,3.3,,,,5.0,3.0,3.0,Have certificate,Full,4.2,Hà Nội
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",80.0,4.2,20.0,,,3.0,7.0,7.0,Have certificate,Basic,6.79,Hồ Chí Minh
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36.0,4.8,3.0,,,6.0,3.0,4.0,Have certificate,Full,7.5,Hà Nội
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",32.0,,,,,5.0,4.0,5.0,Have certificate,Full,6.5,Hà Nội
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",38.0,4.3,,,,,,,,,5.4,Hà Nội
"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",51.0,,,,,4.0,4.0,,,,8.5,Hà Nội
"Đường Lâm Văn Bền, Phường Tân Quy, Quận 7, Hồ Chí Minh",125.0,7.0,,,,,,,Have certificate,,8.5,Hồ Chí Minh
"Phố Chùa Quỳnh, Phường Quỳnh Mai, Hai Bà Trưng, Hà Nội",31.0,,,,,5.0,3.0,,Have certificate,,5.7,Hà Nội
"Ngõ 269, Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",40.0,,,,,3.0,,,,,4.7,Hà Nội
"Ngõ 268, Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",31.0,5.0,2.5,,,5.0,3.0,4.0,Have certificate,Basic,5.2,Hà Nội
"Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",95.0,5.8,8.0,,,1.0,3.0,3.0,Have certificate,,6.1,Hồ Chí Minh
"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",42.0,,,,,5.0,4.0,4.0,Have certificate,,8.89,Hà Nội
"Ngõ 89, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",30.0,3.3,3.0,,,4.0,4.0,3.0,Have certificate,Basic,6.25,Hà Nội
"Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",61.0,4.8,,,,4.0,3.0,,,,7.55,Hà Nội
"Phường Yên Hòa, Cầu Giấy, Hà Nội",37.0,4.0,,,,4.0,2.0,2.0,Have certificate,Full,8.15,Hà Nội
"Dự án An Hưng, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",82.5,,,,,,,,Have certificate,,10.0,Hà Nội
"Đường Nguyễn Súy, Phường Tân Quý, Tân Phú, Hồ Chí Minh",36.0,,,,,2.0,2.0,,Have certificate,,3.9,Hồ Chí Minh
"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",52.0,4.0,5.0,Nam,Tây,3.0,4.0,3.0,Have certificate,Full,5.5,Hà Nội
"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",33.0,,,Bắc,,5.0,3.0,3.0,Have certificate,Basic,4.3,Hà Nội
"300, Đường Nguyễn Văn Linh, Phường Phú Thuận, Quận 7, Hồ Chí Minh",32.0,,8.0,Tây,Tây,2.0,2.0,1.0,Have certificate,Basic,4.5,Hồ Chí Minh
"Đường Phan Cát Tựu, Phường An Lạc A, Bình Tân, Hồ Chí Minh",92.0,4.0,,,,,2.0,1.0,Have certificate,,5.8,Hồ Chí Minh
"Đường  Trần Xuân Soạn, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",40.0,,,,,2.0,2.0,2.0,Have certificate,Basic,3.95,Hồ Chí Minh
"Dự án The Terra An Hưng, Phường Dương Nội, Hà Đông, Hà Nội",77.0,,,,,,,,Have certificate,,8.8,Hà Nội
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",31.0,,,,,5.0,3.0,4.0,Have certificate,Full,4.9,Hà Nội
"Đường Đinh Đức Thiện, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh.",250.0,,8.0,,,,8.0,8.0,Have certificate,Full,2.3,Hồ Chí Minh
"Dự án The Privia, Đường An Dương Vương, Phường An Lạc, Bình Tân, Hồ Chí Minh",85.0,,,,,2.0,2.0,3.0,Sale contract,,6.2,Hồ Chí Minh
"đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",45.0,6.0,5.0,,,5.0,4.0,4.0,Have certificate,Full,4.85,Hà Nội
"Đường Tỉnh lộ 417, Xã Phương Đình, Đan Phượng, Hà Nội",99.3,11.4,3.2,Đông - Nam,Nam,2.0,4.0,2.0,Have certificate,,5.0,Hà Nội
"Gốc Đề, Phường Mai Động, Hoàng Mai, Hà Nội",33.0,,,,,5.0,,,Have certificate,,5.69,Hà Nội
"Đường Nguyễn Thị Đặng, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",46.0,20.0,5.0,Tây - Bắc,Tây - Bắc,3.0,4.0,3.0,Have certificate,Full,4.45,Hồ Chí Minh
"Đường Nguyễn Giản Thanh, Phường 15, Quận 10, Hồ Chí Minh",57.0,3.3,8.0,,,2.0,7.0,3.0,Have certificate,Basic,9.5,Hồ Chí Minh
"Hẻm 470, Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",30.0,3.2,3.0,Đông - Bắc,Đông - Bắc,3.0,3.0,3.0,Have certificate,Basic,1.75,Hồ Chí Minh
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",45.0,4.0,3.0,,,5.0,5.0,4.0,Have certificate,,6.6,Hà Nội
"639//, Đường Hương lộ 2, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",51.0,4.0,,,,2.0,,,Have certificate,,4.2,Hồ Chí Minh
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",45.0,4.5,3.0,,,6.0,4.0,5.0,Have certificate,Full,7.95,Hà Nội
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",39.0,,,,,4.0,4.0,,Have certificate,,6.0,Hà Nội
"Đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",45.0,5.0,3.0,,,5.0,8.0,9.0,Have certificate,Full,4.7,Hà Nội
"Đường Vĩnh Phúc, Phường Vĩnh Phúc, Ba Đình, Hà Nội",40.0,,,,,5.0,3.0,,Have certificate,,6.8,Hà Nội
"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",38.0,36.0,4.0,,,4.0,4.0,5.0,Have certificate,Full,7.4,Hà Nội
"Đường Số 22, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",114.6,,7.0,,,4.0,4.0,5.0,Have certificate,,8.5,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",60.0,4.0,8.0,Đông - Bắc,Đông - Bắc,4.0,4.0,5.0,Have certificate,Full,8.6,Hồ Chí Minh
"Đường D4, Phường Tân Hưng, Quận 7, Hồ Chí Minh",68.0,4.0,6.0,Đông - Nam,Nam,3.0,4.0,4.0,,,9.3,Hồ Chí Minh
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",50.02,4.1,5.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,6.2,Hồ Chí Minh
"Dự án Centana City Điền Phúc Thành, Phường Long Trường, Quận 9, Hồ Chí Minh",100.0,,,,,3.0,5.0,3.0,Have certificate,,7.9,Hồ Chí Minh
"Dự án Đông Tăng Long, Đường Nguyễn Duy Trinh, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",100.0,5.0,,,,,4.0,,Have certificate,,8.7,Hồ Chí Minh
"Phường Phước Bình, Quận 9, Hồ Chí Minh",64.0,4.0,,,,4.0,,,,,9.0,Hồ Chí Minh
"Đường An Dương, Phường Yên Phụ, Tây Hồ, Hà Nội",30.0,,,,,4.0,3.0,3.0,Have certificate,Basic,6.3,Hà Nội
"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",90.0,6.0,12.0,,,,4.0,3.0,,,5.8,Hồ Chí Minh
"Ngõ 281, Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",35.0,,2.0,Đông - Nam,Đông - Nam,5.0,5.0,4.0,Have certificate,Full,4.3,Hà Nội
"Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",72.0,4.0,8.0,,,3.0,3.0,3.0,Have certificate,Basic,6.28,Hồ Chí Minh
"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",120.0,,,,,3.0,4.0,3.0,Have certificate,,8.0,Hồ Chí Minh
"233/34, Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",40.7,,,,,,,,,,4.99,Hồ Chí Minh
"Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",45.0,3.2,10.0,,,6.0,4.0,5.0,Have certificate,Full,9.0,Hà Nội
"Đường Tam Khương, Phường Khương Thượng, Đống Đa, Hà Nội",48.0,,,,,5.0,,,Have certificate,Full,6.6,Hà Nội
"Đường Đê La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",60.0,4.8,3.5,,,4.0,4.0,4.0,Have certificate,Full,9.0,Hà Nội
"Phường Việt Hưng, Long Biên, Hà Nội",64.0,5.2,,,,5.0,6.0,,,,7.9,Hà Nội
"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",42.0,4.5,,,,6.0,,,Have certificate,Full,6.9,Hà Nội
"Phố Hào Nam, Phường Cát Linh, Đống Đa, Hà Nội",42.0,,,,,6.0,,,Have certificate,Full,6.5,Hà Nội
"Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",45.0,,,,,6.0,,,Have certificate,Full,7.5,Hà Nội
"Đường Dương Khuê, Phường Mai Dịch, Cầu Giấy, Hà Nội",30.0,3.8,3.0,,,5.0,3.0,4.0,Have certificate,Full,5.5,Hà Nội
"Ngõ 52, đường Mỹ Đình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",35.0,,,,,,,,,,6.2,Hà Nội
"Đường 10, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",49.0,4.5,4.0,,,2.0,2.0,2.0,Have certificate,,4.65,Hồ Chí Minh
"Đường Lê Lai, Phường 12, Tân Bình, Hồ Chí Minh",66.3,,,,,5.0,8.0,5.0,Have certificate,Full,8.5,Hồ Chí Minh
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",56.0,4.0,,,,5.0,5.0,5.0,Have certificate,,6.9,Hồ Chí Minh
"Đường Nguyễn Thượng Hiền, Phường 5, Bình Thạnh, Hồ Chí Minh",60.0,,,,,4.0,6.0,4.0,Have certificate,,9.1,Hồ Chí Minh
"Đường 475, Phường Phước Long B, Quận 9, Hồ Chí Minh",132.5,7.0,,,,,,,Have certificate,,6.2,Hồ Chí Minh
"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",35.0,,2.5,,,4.0,3.0,,Have certificate,,4.1,Hà Nội
"Phường Thịnh Quang, Đống Đa, Hà Nội",45.0,,,,,5.0,,,Have certificate,,8.0,Hà Nội
"Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",48.6,,15.0,,,5.0,4.0,5.0,Have certificate,Full,8.8,Hồ Chí Minh
"Đường Lạc Long Quân, Phường 11, Tân Bình, Hồ Chí Minh",104.0,,6.0,,,3.0,2.0,2.0,Have certificate,Full,9.6,Hồ Chí Minh
"Đường Nguyễn Văn Bảo, Phường 4, Gò Vấp, Hồ Chí Minh",52.0,,5.0,,,4.0,4.0,5.0,Have certificate,Full,8.5,Hồ Chí Minh
"Đường 8A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",50.0,,,Đông,,3.0,4.0,4.0,Have certificate,Full,8.3,Hồ Chí Minh
"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",37.0,4.0,2.5,Tây - Nam,Tây - Nam,5.0,4.0,4.0,Have certificate,Full,5.59,Hà Nội
"Phố Văn Miếu, Phường Quốc Tử Giám, Đống Đa, Hà Nội",36.0,,,,,5.0,,,Have certificate,,6.0,Hà Nội
"Đường 1D, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",54.0,,,Bắc,,,2.0,2.0,Have certificate,,6.7,Hồ Chí Minh
"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",60.0,5.8,3.0,Đông - Nam,Nam,5.0,4.0,4.0,Have certificate,Full,7.8,Hà Nội
"Đường Yên Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",50.0,,,,,,5.0,4.0,Have certificate,Basic,3.35,Hà Nội
"Đường Kim Giang, Phường Đại Kim, Hoàng Mai, Hà Nội",33.0,,6.0,,,5.0,4.0,,Have certificate,,5.4,Hà Nội
"Đường Vương Thừa Vũ, Phường Khương Trung, Thanh Xuân, Hà Nội",41.0,,,,,5.0,,,Have certificate,,6.8,Hà Nội
"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",77.0,3.3,3.5,Nam,,3.0,4.0,3.0,Have certificate,Basic,8.0,Hà Nội
"Đường Kiêu Kỵ, Xã Dương Xá, Gia Lâm, Hà Nội",59.6,3.5,15.0,,,1.0,1.0,1.0,Have certificate,Basic,6.0,Hà Nội
"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",38.0,4.0,3.0,,,5.0,,,Have certificate,Full,5.9,Hà Nội
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",53.0,4.8,10.0,,,4.0,4.0,5.0,Have certificate,Full,6.77,Hồ Chí Minh
"Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",53.0,,,,,,,,Have certificate,,6.45,Hà Nội
"Đường Liên Khu 5-6, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",80.0,5.0,,,,2.0,3.0,3.0,Have certificate,Full,4.75,Hồ Chí Minh
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",100.0,5.0,16.0,Đông,Đông,,2.0,2.0,Have certificate,,8.7,Hồ Chí Minh
"Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",98.8,5.0,4.0,Bắc,,2.0,3.0,3.0,Have certificate,Full,6.2,Hồ Chí Minh
"Đường Bình Trị Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",120.0,8.0,5.0,,,,,,Have certificate,,8.5,Hồ Chí Minh
"373, Phố Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",41.0,4.0,6.0,,,5.0,4.0,5.0,Have certificate,Full,7.0,Hồ Chí Minh
"Đường Bát Khối, Xã Đông Dư, Gia Lâm, Hà Nội",70.0,5.0,4.0,,,3.0,,,,,4.7,Hà Nội
"Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",60.0,,,,,3.0,,,Have certificate,,8.6,Hồ Chí Minh
"Phường Tân Kiểng, Quận 7, Hồ Chí Minh",65.0,,,,,3.0,4.0,,Have certificate,Full,5.9,Hồ Chí Minh
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",61.0,4.89,4.0,Đông - Nam,,4.0,,,Have certificate,Full,9.4,Hà Nội
"Đường 55A, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",64.0,,,,,4.0,5.0,5.0,Have certificate,,7.5,Hồ Chí Minh
"đường Trung Văn, Phường Trung Văn, Nam Từ Liêm, Hà Nội",55.0,,,,,5.0,9.0,4.0,Have certificate,,8.6,Hà Nội
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",30.0,,,,,4.0,2.0,,Have certificate,,4.35,Hà Nội
"Đường Kinh Dương Vương, Phường An Lạc A, Bình Tân, Hồ Chí Minh",78.0,5.0,6.0,Đông,,2.0,4.0,3.0,Have certificate,,6.3,Hồ Chí Minh
"Đường Tân Thới Nhất 25, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",70.2,4.0,10.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,7.9,Hồ Chí Minh
"Đường Số 8, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",60.0,4.0,5.0,,,3.0,4.0,,Have certificate,,5.4,Hồ Chí Minh
"Ngõ 93, Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",34.0,,,,,5.0,3.0,,,,6.35,Hà Nội
"Đường Giáp Nhất, Phường Nhân Chính, Thanh Xuân, Hà Nội",55.0,,3.0,,,5.0,9.0,9.0,Have certificate,Full,6.8,Hà Nội
"Đường Phan Thị Hành, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",56.0,,,Tây,,2.0,2.0,2.0,Have certificate,,5.65,Hồ Chí Minh
"Phường 13, Bình Thạnh, Hồ Chí Minh",40.0,,6.0,,,4.0,4.0,4.0,Have certificate,,7.0,Hồ Chí Minh
"Đường Cầu Giấy, Phường Yên Hòa, Cầu Giấy, Hà Nội",50.0,5.0,,,,6.0,5.0,,Have certificate,Full,9.7,Hà Nội
"Đường Võ Chí Công, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",31.0,3.5,,,,5.0,3.0,4.0,Have certificate,,5.68,Hà Nội
"Phường Vạn Phúc, Hà Đông, Hà Nội",40.0,,,,,4.0,4.0,3.0,Have certificate,Basic,6.35,Hà Nội
"Đường Hà Thị Khiêm, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",120.0,,14.0,,,3.0,5.0,5.0,Have certificate,Basic,10.0,Hồ Chí Minh
"Đường Trường Sa, Phường 13, Phú Nhuận, Hồ Chí Minh",36.0,4.1,5.0,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Have certificate,Full,9.2,Hồ Chí Minh
"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",37.0,,,,,5.0,8.0,6.0,Have certificate,Full,6.9,Hà Nội
"Đường Thoại Ngọc Hầu, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",50.0,4.0,8.0,Đông,Đông,3.0,3.0,3.0,Have certificate,,4.0,Hồ Chí Minh
"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",36.0,3.8,2.5,Tây - Bắc,,5.0,4.0,4.0,Have certificate,Full,4.5,Hà Nội
"Đường Dương Bá Trạc, Phường 1, Quận 8, Hồ Chí Minh",61.0,3.7,9.0,,,2.0,3.0,2.0,Have certificate,Basic,6.5,Hồ Chí Minh
"Đường Đặng Tiến Đông, Phường Trung Liệt, Đống Đa, Hà Nội",45.0,4.6,2.6,,,5.0,3.0,4.0,Have certificate,Full,7.65,Hà Nội
"Đường Số 9A, Xã Tân Thông Hội, Củ Chi, Hồ Chí Minh",120.0,5.0,8.0,,,,,,Have certificate,,1.08,Hồ Chí Minh
"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",43.0,3.0,3.0,,,5.0,4.0,4.0,Have certificate,Full,5.99,Hà Nội
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",68.0,,,,,4.0,7.0,7.0,Have certificate,,8.6,Hồ Chí Minh
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",90.0,,,,,4.0,4.0,3.0,Have certificate,Basic,8.79,Hồ Chí Minh
"Đường Đặng Minh Trứ, Phường 10, Tân Bình, Hồ Chí Minh",39.6,,,,,1.0,2.0,1.0,,,3.5,Hồ Chí Minh
"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",42.0,3.1,5.0,,,5.0,6.0,5.0,Have certificate,,7.5,Hồ Chí Minh
"Đường Số 39, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",38.0,3.6,5.0,,,2.0,2.0,2.0,Have certificate,,3.8,Hồ Chí Minh
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",50.0,,,,,5.0,,,Have certificate,Full,6.9,Hà Nội
"Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",40.0,3.2,,,,5.0,3.0,4.0,Have certificate,,6.1,Hồ Chí Minh
"Đường Hiệp Nhất, Phường 4, Tân Bình, Hồ Chí Minh",22.0,5.8,3.5,,,3.0,,,,,3.8,Hồ Chí Minh
"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",36.0,4.5,,,,6.0,4.0,,Have certificate,Full,7.5,Hà Nội
"Đường Điện Biên Phủ, Phường 10, Quận 10, Hồ Chí Minh",60.0,,,,,4.0,,,,,9.0,Hồ Chí Minh
"Đường Số 4, Phường 16, Gò Vấp, Hồ Chí Minh",44.0,,5.0,Bắc,,4.0,3.0,4.0,Have certificate,Full,7.8,Hồ Chí Minh
"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",32.0,3.3,3.5,Đông,,4.0,2.0,4.0,Have certificate,,5.3,Hồ Chí Minh
"Đường An Lạc, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",87.8,4.0,4.0,Đông - Bắc,Đông - Bắc,2.0,8.0,8.0,Have certificate,,6.0,Hà Nội
"Đường Nguyễn Kim Cương, Xã Tân Thạnh Đông, Củ Chi, Hồ Chí Minh",134.7,4.0,,,,1.0,3.0,2.0,Have certificate,Basic,1.38,Hồ Chí Minh
"163, Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",54.0,3.0,12.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Basic,8.8,Hồ Chí Minh
"Ngõ 48, Đường Ngô Gia Tự, Phường Việt Hưng, Long Biên, Hà Nội",55.0,,,,,4.0,4.0,4.0,Have certificate,Full,6.05,Hà Nội
"Dự án Him Lam Thường Tín, Đường ĐT 427B, Thị trấn Thường Tín, Thường Tín, Hà Nội",79.0,,,,,5.0,,,Have certificate,,10.0,Hà Nội
"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội",31.0,,,,,,,,Have certificate,,1.5,Hà Nội
"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội",32.0,,,,,,,,,,1.5,Hà Nội
"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",45.0,4.3,,,,6.0,,,,,8.49,Hà Nội
"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",48.0,5.6,6.0,Đông - Bắc,,1.0,2.0,1.0,Have certificate,,6.5,Hồ Chí Minh
"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",36.0,4.6,2.5,Tây,Tây,4.0,3.0,3.0,Have certificate,Full,5.5,Hà Nội
"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",38.0,3.5,5.0,,,5.0,5.0,4.0,Have certificate,Basic,7.9,Hà Nội
"Đường Bàu Cát 1, Phường 14, Tân Bình, Hồ Chí Minh",40.0,4.0,14.0,,,5.0,6.0,6.0,Have certificate,,8.99,Hồ Chí Minh
"Đường Trần Hữu Tước, Phường Nam Đồng, Đống Đa, Hà Nội",45.0,,,,,5.0,2.0,,Have certificate,,6.2,Hà Nội
"Đường K300, Phường 12, Tân Bình, Hồ Chí Minh.",54.0,6.0,5.0,Bắc,,1.0,1.0,1.0,,,7.5,Hồ Chí Minh
"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội",40.0,,,,,,,,,,1.9,Hà Nội
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",22.0,3.0,3.0,,,3.0,2.0,2.0,Have certificate,Full,3.55,Hà Nội
"Đường Hồ Học Lãm, Phường An Lạc, Bình Tân, Hồ Chí Minh",100.0,,,,,2.0,4.0,3.0,Have certificate,,6.3,Hồ Chí Minh
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",60.0,6.0,5.0,,,5.0,4.0,4.0,Have certificate,Basic,9.5,Hà Nội
"Đường Tỉnh Lộ 10, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",72.0,7.5,4.5,,,2.0,3.0,1.0,Have certificate,Basic,4.7,Hồ Chí Minh
"Đường Hậu Ái, Xã Vân Canh, Hoài Đức, Hà Nội.",35.0,,,,,5.0,3.0,4.0,Have certificate,Basic,3.9,Hà Nội
"Đường Số 12, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",47.0,4.4,10.0,Tây,,2.0,2.0,2.0,Have certificate,Basic,3.55,Hồ Chí Minh
"Đường Nguyễn Sơn, Phường Gia Thụy, Long Biên, Hà Nội",37.0,4.2,,,,,,,,,8.89,Hà Nội
"Phố Bạch Mai, Phường Cầu Dền, Hai Bà Trưng, Hà Nội",18.0,4.0,3.0,,,4.0,3.0,,Have certificate,Full,2.6,Hà Nội
"Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",60.0,6.0,8.0,,,2.0,4.0,2.0,Have certificate,,5.9,Hồ Chí Minh
"Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",70.0,4.6,5.0,,,5.0,8.0,8.0,Have certificate,,8.55,Hồ Chí Minh
"Đường Bình Thới, Phường 11, Quận 11, Hồ Chí Minh",38.1,3.1,5.0,Tây - Nam,Tây - Nam,3.0,4.0,3.0,Have certificate,Basic,6.2,Hồ Chí Minh
"Đường Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",30.0,5.0,,,,3.0,,,Have certificate,,6.3,Hồ Chí Minh
"Đường Việt Hùng, Xã Việt Hùng, Đông Anh, Hà Nội",64.0,4.0,2.0,,,2.0,2.0,1.0,Have certificate,Basic,2.1,Hà Nội
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",85.0,4.2,6.0,,,4.0,5.0,5.0,Have certificate,,7.88,Hồ Chí Minh
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Hồ Chí Minh",73.8,6.0,,Đông - Nam,,3.0,4.0,3.0,Have certificate,,7.3,Hồ Chí Minh
"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",32.0,,,,,5.0,3.0,,Have certificate,Full,6.8,Hà Nội
"Đường Cống Lở, Phường 15, Tân Bình, Hồ Chí Minh",45.0,4.5,6.0,,,6.0,4.0,5.0,Have certificate,Full,5.98,Hồ Chí Minh
"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",33.0,,,,,4.0,3.0,4.0,Have certificate,,4.75,Hà Nội
"Đường Huỳnh Văn Nghệ, Phường 15, Tân Bình, Hồ Chí Minh",60.0,4.2,6.0,,,5.0,5.0,5.0,Have certificate,,6.9,Hồ Chí Minh
